win,lose,probability
Minnesota Timberwolves,Milwaukee Bucks,0.5663677929101906
New Orleans Pelicans,New York Knicks,0.5189027473757053
San Antonio Spurs,Portland Trail Blazers,0.7972725458224231
Washington Wizards,Brooklyn Nets,0.8537385721315358
Chicago Bulls,Milwaukee Bucks,0.6726708575352571
Cleveland Cavaliers,Charlotte Hornets,0.6515385648430128
Houston Rockets,New York Knicks,0.6910033101764377
Oklahoma City Thunder,Los Angeles Clippers,0.5821940391910637
Memphis Grizzlies,Sacramento Kings,0.5251140832957057
Utah Jazz,Phoenix Suns,0.8261215774206958
San Antonio Spurs,Atlanta Hawks,0.7474906371718467
Indiana Pacers,Orlando Magic,0.6876669230120201
Toronto Raptors,Los Angeles Lakers,0.9342870722433761
Miami Heat,Detroit Pistons,0.5642183076981298
Portland Trail Blazers,Minnesota Timberwolves,0.6772311740828181
Utah Jazz,Brooklyn Nets,0.7826925278739685
Charlotte Hornets,Chicago Bulls,0.6273836367530713
Cleveland Cavaliers,New Orleans Pelicans,0.8795723104206092
Golden State Warriors,Denver Nuggets,0.9309438733756737
Houston Rockets,Washington Wizards,0.5522193734364756
Los Angeles Clippers,Phoenix Suns,0.9041318882327587
Oklahoma City Thunder,Milwaukee Bucks,0.8356058732054346
Orlando Magic,New York Knicks,0.5445451524801518
Boston Celtics,Utah Jazz,0.6319886264176701
Dallas Mavericks,Washington Wizards,0.5142636287376726
Denver Nuggets,Sacramento Kings,0.5739080432586033
Detroit Pistons,Indiana Pacers,0.5133730670729165
Memphis Grizzlies,Los Angeles Lakers,0.8063704612750975
Minnesota Timberwolves,Philadelphia 76ers,0.7245528604057294
Miami Heat,Phoenix Suns,0.8334832644964223
San Antonio Spurs,Toronto Raptors,0.6400896197045558
Oklahoma City Thunder,Charlotte Hornets,0.6208505798275572
Cleveland Cavaliers,Chicago Bulls,0.7058079310247328
Golden State Warriors,Portland Trail Blazers,0.8418312221265581
Los Angeles Clippers,Memphis Grizzlies,0.7360860086775387
New York Knicks,Milwaukee Bucks,0.5508409677677331
Atlanta Hawks,Orlando Magic,0.6820128633831763
Miami Heat,Sacramento Kings,0.7150198808875754
Dallas Mavericks,Phoenix Suns,0.8154412131411806
San Antonio Spurs,Denver Nuggets,0.8805516041993218
Charlotte Hornets,Detroit Pistons,0.5343422414165739
Oklahoma City Thunder,Houston Rockets,0.7126798666814431
Indiana Pacers,Brooklyn Nets,0.8837698665699941
Atlanta Hawks,New Orleans Pelicans,0.7394617136335923
Portland Trail Blazers,Los Angeles Lakers,0.9260125689594189
Toronto Raptors,Utah Jazz,0.6939199035752419
Boston Celtics,Philadelphia 76ers,0.9644885077681616
Cleveland Cavaliers,Brooklyn Nets,0.9199526399460924
Golden State Warriors,Memphis Grizzlies,0.8915069827913804
Miami Heat,Los Angeles Lakers,0.9043003157436691
Milwaukee Bucks,New York Knicks,0.5218258792114442
Houston Rockets,Orlando Magic,0.5404108082421057
Los Angeles Clippers,Sacramento Kings,0.7577669595920753
Washington Wizards,Minnesota Timberwolves,0.7391775998089777
Boston Celtics,New Orleans Pelicans,0.814315987971605
Toronto Raptors,Chicago Bulls,0.7467615349350794
Atlanta Hawks,Dallas Mavericks,0.6145734060363094
Indiana Pacers,New York Knicks,0.7276840681127473
Utah Jazz,Minnesota Timberwolves,0.6473995329493765
Oklahoma City Thunder,Denver Nuggets,0.8660844823669832
San Antonio Spurs,Charlotte Hornets,0.7569736570604852
Brooklyn Nets,Philadelphia 76ers,0.8145057091921286
Los Angeles Clippers,Miami Heat,0.5514110936502834
Orlando Magic,Los Angeles Lakers,0.7747810167700333
Utah Jazz,Memphis Grizzlies,0.5356132423284277
Washington Wizards,Milwaukee Bucks,0.6242936683464795
Cleveland Cavaliers,Phoenix Suns,0.904849361682273
Portland Trail Blazers,Detroit Pistons,0.6004813965847664
Golden State Warriors,Sacramento Kings,0.9010084484547354
Toronto Raptors,Houston Rockets,0.728366817149734
Oklahoma City Thunder,Chicago Bulls,0.7653095824773914
Dallas Mavericks,Minnesota Timberwolves,0.6276092405477514
New York Knicks,New Orleans Pelicans,0.5663412083374433
Atlanta Hawks,Brooklyn Nets,0.84743522748715
Golden State Warriors,Miami Heat,0.7836181996217038
Charlotte Hornets,Houston Rockets,0.5615440725927732
Portland Trail Blazers,Los Angeles Lakers,0.8654026447059827
Detroit Pistons,Sacramento Kings,0.609483086544285
San Antonio Spurs,Milwaukee Bucks,0.9150920844184954
Toronto Raptors,Boston Celtics,0.5786559297380696
Cleveland Cavaliers,Utah Jazz,0.7541800660449878
Chicago Bulls,Washington Wizards,0.5356503376625723
Boston Celtics,Washington Wizards,0.6527630207709962
Los Angeles Clippers,Orlando Magic,0.771502209710907
Houston Rockets,Minnesota Timberwolves,0.6082079229303563
Oklahoma City Thunder,Memphis Grizzlies,0.7976581282241081
New York Knicks,Philadelphia 76ers,0.7842061815730919
Cleveland Cavaliers,Portland Trail Blazers,0.6701954212356417
New Orleans Pelicans,Brooklyn Nets,0.5851332225305537
Indiana Pacers,Denver Nuggets,0.6252130687178277
Golden State Warriors,Detroit Pistons,0.8534134984012529
Chicago Bulls,New York Knicks,0.699798240693295
Dallas Mavericks,Phoenix Suns,0.7323103465315097
San Antonio Spurs,Los Angeles Lakers,0.9728424474673837
Atlanta Hawks,Boston Celtics,0.5187256244245724
Houston Rockets,Memphis Grizzlies,0.6034964382894364
Miami Heat,Milwaukee Bucks,0.7533853568508129
Oklahoma City Thunder,Minnesota Timberwolves,0.8368884049200397
Charlotte Hornets,Philadelphia 76ers,0.9123437223989961
Portland Trail Blazers,Orlando Magic,0.7197374382500727
Cleveland Cavaliers,Sacramento Kings,0.8265943326461663
Toronto Raptors,Brooklyn Nets,0.9275635330220124
Detroit Pistons,Utah Jazz,0.5011228685156278
Chicago Bulls,New Orleans Pelicans,0.6863606604011199
Los Angeles Clippers,Los Angeles Lakers,0.9427107218822101
San Antonio Spurs,Phoenix Suns,0.9401102927332403
Utah Jazz,Orlando Magic,0.6297621986617357
Washington Wizards,Philadelphia 76ers,0.942343761801519
Atlanta Hawks,Milwaukee Bucks,0.8101313629401731
Houston Rockets,Brooklyn Nets,0.7527967045992794
Dallas Mavericks,Minnesota Timberwolves,0.7262008239726896
Detroit Pistons,Los Angeles Lakers,0.8546062807249114
Chicago Bulls,Memphis Grizzlies,0.5789406176043504
Oklahoma City Thunder,Sacramento Kings,0.8067503423027457
Toronto Raptors,New York Knicks,0.8181897837683707
Boston Celtics,Charlotte Hornets,0.5434237699081134
Denver Nuggets,Orlando Magic,0.5388589577239163
Golden State Warriors,Cleveland Cavaliers,0.6559027248981433
Indiana Pacers,New Orleans Pelicans,0.7746623671143171
Oklahoma City Thunder,Los Angeles Clippers,0.575118716619023
Milwaukee Bucks,Philadelphia 76ers,0.8968516113465933
Atlanta Hawks,New York Knicks,0.7509722484006391
Utah Jazz,Phoenix Suns,0.7487638112820181
Portland Trail Blazers,Washington Wizards,0.52511898761648
Toronto Raptors,Brooklyn Nets,0.9010062893595787
Dallas Mavericks,Chicago Bulls,0.5171759987578549
Denver Nuggets,Los Angeles Lakers,0.717388545792835
Miami Heat,Houston Rockets,0.6153551241326474
San Antonio Spurs,Minnesota Timberwolves,0.9249505610201434
Boston Celtics,New York Knicks,0.7731841472366385
Charlotte Hornets,Portland Trail Blazers,0.5989326401390541
Atlanta Hawks,Detroit Pistons,0.550863527871884
Golden State Warriors,Oklahoma City Thunder,0.6851921933471299
Houston Rockets,Milwaukee Bucks,0.7298512087684322
Orlando Magic,New Orleans Pelicans,0.5294714500859876
Toronto Raptors,Philadelphia 76ers,0.9479944915141262
Indiana Pacers,Sacramento Kings,0.6403621665513579
Washington Wizards,Memphis Grizzlies,0.5826715242185107
Cleveland Cavaliers,Phoenix Suns,0.9289045165601357
Los Angeles Clippers,Minnesota Timberwolves,0.8498815363829006
Miami Heat,Dallas Mavericks,0.5957266195220396
Washington Wizards,New York Knicks,0.6411034702387497
San Antonio Spurs,Denver Nuggets,0.9087690357430342
Atlanta Hawks,Chicago Bulls,0.5987975864235012
Toronto Raptors,Charlotte Hornets,0.5968991067794625
Utah Jazz,Dallas Mavericks,0.5083440046979775
Golden State Warriors,Houston Rockets,0.8439456918084227
Indiana Pacers,Los Angeles Lakers,0.8702297842174681
Memphis Grizzlies,Sacramento Kings,0.6204175880739484
New Orleans Pelicans,Brooklyn Nets,0.7542422911051924
Orlando Magic,Milwaukee Bucks,0.6329366510177616
Portland Trail Blazers,Philadelphia 76ers,0.8918152027167161
Atlanta Hawks,Philadelphia 76ers,0.9656822780106388
Boston Celtics,Portland Trail Blazers,0.6004425132622428
Chicago Bulls,Sacramento Kings,0.6176606424116989
Charlotte Hornets,Brooklyn Nets,0.9060055552545271
San Antonio Spurs,Cleveland Cavaliers,0.6480823797695456
Los Angeles Clippers,Denver Nuggets,0.7455986060900122
Detroit Pistons,Washington Wizards,0.5791993009725148
Memphis Grizzlies,Houston Rockets,0.5062866445972353
Miami Heat,Milwaukee Bucks,0.7643560078637919
New York Knicks,Phoenix Suns,0.7002596421166905
Indiana Pacers,Utah Jazz,0.5340193483846869
Dallas Mavericks,Los Angeles Lakers,0.8851779788295386
Minnesota Timberwolves,Denver Nuggets,0.5469329755292573
Golden State Warriors,Orlando Magic,0.8944397798280063
Toronto Raptors,Phoenix Suns,0.9119475750605828
Los Angeles Clippers,Atlanta Hawks,0.54063106875277
San Antonio Spurs,Brooklyn Nets,0.9499263292051631
Charlotte Hornets,Washington Wizards,0.651336052595776
Detroit Pistons,Sacramento Kings,0.7032982950997958
Indiana Pacers,New York Knicks,0.7276840681127473
Golden State Warriors,Miami Heat,0.8183250269256193
Houston Rockets,Milwaukee Bucks,0.6059738808499338
Cleveland Cavaliers,New Orleans Pelicans,0.8544889136415593
Oklahoma City Thunder,Utah Jazz,0.7287683970152241
Utah Jazz,Denver Nuggets,0.5832675654975703
Chicago Bulls,Orlando Magic,0.6237675279167911
Los Angeles Clippers,Philadelphia 76ers,0.9379084373459573
Minnesota Timberwolves,Phoenix Suns,0.5207928263323456
San Antonio Spurs,Toronto Raptors,0.6990867272014973
Boston Celtics,Washington Wizards,0.6149964038291122
Boston Celtics,Houston Rockets,0.6700917506131162
Miami Heat,Brooklyn Nets,0.8581385097945775
Atlanta Hawks,Chicago Bulls,0.6428105092462926
Golden State Warriors,Charlotte Hornets,0.7811890131825963
Cleveland Cavaliers,Sacramento Kings,0.8435466579790537
Dallas Mavericks,New York Knicks,0.6575155381487262
Toronto Raptors,Memphis Grizzlies,0.7445443982413205
Milwaukee Bucks,Philadelphia 76ers,0.8968516113465933
Oklahoma City Thunder,New Orleans Pelicans,0.8372084165909446
Portland Trail Blazers,Los Angeles Lakers,0.9260125689594189
Denver Nuggets,Phoenix Suns,0.765475788153783
Indiana Pacers,Minnesota Timberwolves,0.6863610226922964
Oklahoma City Thunder,Dallas Mavericks,0.7606985529000012
Utah Jazz,Los Angeles Lakers,0.8923554330751555
Atlanta Hawks,Washington Wizards,0.6607499655890379
Boston Celtics,Orlando Magic,0.7374407793309924
Miami Heat,Chicago Bulls,0.6621461172151968
Cleveland Cavaliers,Brooklyn Nets,0.9417054231192933
Indiana Pacers,Sacramento Kings,0.7173386492560001
San Antonio Spurs,New Orleans Pelicans,0.906483642346493
Charlotte Hornets,New York Knicks,0.7383151098524712
Houston Rockets,Philadelphia 76ers,0.8591353869757881
Portland Trail Blazers,Memphis Grizzlies,0.6796296414378975
Toronto Raptors,Milwaukee Bucks,0.84464251968542
Charlotte Hornets,Sacramento Kings,0.7628708273092605
Golden State Warriors,Los Angeles Clippers,0.7438912583528224
Miami Heat,Detroit Pistons,0.5642183076981298
Boston Celtics,Milwaukee Bucks,0.7501689632962798
Minnesota Timberwolves,Brooklyn Nets,0.7546769170153916
Denver Nuggets,Phoenix Suns,0.5734927402854555
Utah Jazz,Memphis Grizzlies,0.5842166347336007
Atlanta Hawks,New York Knicks,0.7793375675693277
Chicago Bulls,Philadelphia 76ers,0.9312850707603268
Cleveland Cavaliers,Oklahoma City Thunder,0.5058031450910373
Indiana Pacers,Houston Rockets,0.6142293470569761
Washington Wizards,New Orleans Pelicans,0.6270367036030572
Golden State Warriors,Portland Trail Blazers,0.7950874616398783
San Antonio Spurs,Dallas Mavericks,0.8303960032786989
Toronto Raptors,Orlando Magic,0.7875903367182059
Boston Celtics,Detroit Pistons,0.6217589683925708
Cleveland Cavaliers,Dallas Mavericks,0.7673943324535826
Miami Heat,Brooklyn Nets,0.8842572769482382
Orlando Magic,Minnesota Timberwolves,0.5288869088996655
Sacramento Kings,Philadelphia 76ers,0.792811114949633
Memphis Grizzlies,Phoenix Suns,0.6880820288959812
Houston Rockets,Sacramento Kings,0.6798774080660943
Denver Nuggets,Los Angeles Lakers,0.717388545792835
Portland Trail Blazers,Charlotte Hornets,0.5211334591123808
San Antonio Spurs,Oklahoma City Thunder,0.6166029795144228
Toronto Raptors,New Orleans Pelicans,0.8527147976223052
Washington Wizards,New York Knicks,0.6722785857092197
Toronto Raptors,Boston Celtics,0.5953848666467777
New York Knicks,Brooklyn Nets,0.6446960711788836
Cleveland Cavaliers,Minnesota Timberwolves,0.8869193266748172
Dallas Mavericks,Philadelphia 76ers,0.9386360266814545
Memphis Grizzlies,Denver Nuggets,0.5088339222384985
Detroit Pistons,New Orleans Pelicans,0.762526777125751
Golden State Warriors,Charlotte Hornets,0.8082596710795392
Atlanta Hawks,Miami Heat,0.5327435665783442
Oklahoma City Thunder,Chicago Bulls,0.7099472092542171
Indiana Pacers,Orlando Magic,0.6237209967130842
Los Angeles Clippers,Phoenix Suns,0.861893017809009
Utah Jazz,Milwaukee Bucks,0.7138016835497251
Atlanta Hawks,Houston Rockets,0.5778626992379916
Golden State Warriors,Los Angeles Clippers,0.7469130120658551
San Antonio Spurs,Philadelphia 76ers,0.9861259841562409
Washington Wizards,Los Angeles Lakers,0.8917432228538695
Boston Celtics,Los Angeles Lakers,0.9319186438290924
Indiana Pacers,Brooklyn Nets,0.811067247731688
Denver Nuggets,Milwaukee Bucks,0.6314572022763917
Detroit Pistons,Minnesota Timberwolves,0.7751893800451496
Chicago Bulls,Houston Rockets,0.5141308879597004
Oklahoma City Thunder,Memphis Grizzlies,0.7976581282241081
Toronto Raptors,Orlando Magic,0.778486539201987
Portland Trail Blazers,Dallas Mavericks,0.6310821449029738
Sacramento Kings,Phoenix Suns,0.7535687454033477
Atlanta Hawks,Orlando Magic,0.7442431403977334
Indiana Pacers,Detroit Pistons,0.5630491390345387
Miami Heat,Philadelphia 76ers,0.9553413425092525
Memphis Grizzlies,Minnesota Timberwolves,0.5760956185056905
Cleveland Cavaliers,New York Knicks,0.8618668742539229
Milwaukee Bucks,Phoenix Suns,0.5541258598811405
Golden State Warriors,Sacramento Kings,0.9010084484547354
San Antonio Spurs,Denver Nuggets,0.9087690357430342
Charlotte Hornets,Utah Jazz,0.5811214090323407
Washington Wizards,New Orleans Pelicans,0.72520564636578
Los Angeles Clippers,Boston Celtics,0.5494168658933933
Toronto Raptors,Brooklyn Nets,0.9010062893595787
Oklahoma City Thunder,Portland Trail Blazers,0.7185763555386497
Atlanta Hawks,Utah Jazz,0.6401900209905317
Dallas Mavericks,Denver Nuggets,0.5623112897336244
Detroit Pistons,Philadelphia 76ers,0.9521213216686739
Oklahoma City Thunder,Indiana Pacers,0.674881032573585
San Antonio Spurs,Memphis Grizzlies,0.8586542156448482
Miami Heat,Minnesota Timberwolves,0.7551213574811065
New Orleans Pelicans,Phoenix Suns,0.7128295170508803
New York Knicks,Los Angeles Lakers,0.8030043855828282
Chicago Bulls,Sacramento Kings,0.6404078263028316
Toronto Raptors,Los Angeles Clippers,0.5198488864883697
Cleveland Cavaliers,Washington Wizards,0.7553567961078378
Charlotte Hornets,Brooklyn Nets,0.9060055552545271
Portland Trail Blazers,Dallas Mavericks,0.5416103928224101
Houston Rockets,Orlando Magic,0.6482018107793418
Atlanta Hawks,Denver Nuggets,0.7977197449779208
Washington Wizards,Brooklyn Nets,0.7669158516203899
Detroit Pistons,Los Angeles Lakers,0.9092756706484594
Golden State Warriors,Chicago Bulls,0.8361194577782971
Cleveland Cavaliers,Indiana Pacers,0.7032858523674917
Memphis Grizzlies,Phoenix Suns,0.7984195745122187
Miami Heat,Milwaukee Bucks,0.7533853568508129
Toronto Raptors,Minnesota Timberwolves,0.8226867086972749
Utah Jazz,New Orleans Pelicans,0.6479349123555347
Los Angeles Clippers,New York Knicks,0.8037151950239008
San Antonio Spurs,Philadelphia 76ers,0.9743551282127425
Boston Celtics,Sacramento Kings,0.7114947318462048
Charlotte Hornets,Houston Rockets,0.6686998519986992
Utah Jazz,Dallas Mavericks,0.5083440046979775
Cleveland Cavaliers,Oklahoma City Thunder,0.5223396081833287
Orlando Magic,Philadelphia 76ers,0.9191716348865209
Boston Celtics,Portland Trail Blazers,0.5125082443142361
Miami Heat,Brooklyn Nets,0.8581385097945775
San Antonio Spurs,Detroit Pistons,0.8072787595593214
Golden State Warriors,Memphis Grizzlies,0.8754217240413811
Milwaukee Bucks,Los Angeles Lakers,0.8141980574845173
Minnesota Timberwolves,New Orleans Pelicans,0.5817390681827326
New York Knicks,Denver Nuggets,0.5312861637470876
Chicago Bulls,Phoenix Suns,0.7803593199574267
Atlanta Hawks,Sacramento Kings,0.6973270619676528
Indiana Pacers,Washington Wizards,0.5356010220788335
Los Angeles Clippers,Charlotte Hornets,0.5509733950534811
Cleveland Cavaliers,Denver Nuggets,0.8637457642938272
Dallas Mavericks,Orlando Magic,0.6126754682917904
Houston Rockets,Phoenix Suns,0.8373080129022499
Indiana Pacers,Milwaukee Bucks,0.7634987202045574
Golden State Warriors,Oklahoma City Thunder,0.6761682383369703
Miami Heat,Philadelphia 76ers,0.9237523546375849
Boston Celtics,Utah Jazz,0.6134900017054795
Chicago Bulls,Minnesota Timberwolves,0.6864037023754195
San Antonio Spurs,New York Knicks,0.9114983257422495
Sacramento Kings,New Orleans Pelicans,0.6309143371559043
Toronto Raptors,Detroit Pistons,0.6845524907374807
Memphis Grizzlies,Brooklyn Nets,0.7272201858403692
Charlotte Hornets,Philadelphia 76ers,0.9642724589548345
Boston Celtics,Dallas Mavericks,0.6305624663558694
Golden State Warriors,Denver Nuggets,0.8950390104538584
San Antonio Spurs,Indiana Pacers,0.7964381499428874
Miami Heat,Orlando Magic,0.6886870101332533
Detroit Pistons,Milwaukee Bucks,0.6552051704183507
New Orleans Pelicans,Phoenix Suns,0.5385447590076851
Portland Trail Blazers,Atlanta Hawks,0.5045022571684987
Los Angeles Clippers,Utah Jazz,0.6681494637186659
Oklahoma City Thunder,Washington Wizards,0.7300232261063231
Toronto Raptors,Chicago Bulls,0.7467615349350794
Sacramento Kings,Los Angeles Lakers,0.7490295372563605
Cleveland Cavaliers,Minnesota Timberwolves,0.8541969556135381
Boston Celtics,Philadelphia 76ers,0.9644885077681616
Milwaukee Bucks,Brooklyn Nets,0.6003087383307925
Cleveland Cavaliers,Indiana Pacers,0.705849098512471
Denver Nuggets,Minnesota Timberwolves,0.6620871457294393
Detroit Pistons,Dallas Mavericks,0.5780301605287278
Golden State Warriors,Sacramento Kings,0.919781414326891
Miami Heat,Houston Rockets,0.5985182337229025
Los Angeles Clippers,Atlanta Hawks,0.5724031943382685
Memphis Grizzlies,New Orleans Pelicans,0.6888717604226225
Oklahoma City Thunder,New York Knicks,0.852768297974864
San Antonio Spurs,Orlando Magic,0.8798807639314734
Phoenix Suns,Los Angeles Lakers,0.7278525464247237
Toronto Raptors,Charlotte Hornets,0.611087537381477
Portland Trail Blazers,Utah Jazz,0.5235333723456859
Boston Celtics,Chicago Bulls,0.6582795062326852
Indiana Pacers,Washington Wizards,0.5957365978768209
Cleveland Cavaliers,New York Knicks,0.8502372376791081
Charlotte Hornets,Detroit Pistons,0.5343422414165739
Golden State Warriors,Los Angeles Clippers,0.7438912583528224
Houston Rockets,New Orleans Pelicans,0.6087668485802558
Portland Trail Blazers,Orlando Magic,0.6137937446556552
Sacramento Kings,Denver Nuggets,0.5973681546806378
Atlanta Hawks,Miami Heat,0.514421320489327
Chicago Bulls,Phoenix Suns,0.7965314810034343
Denver Nuggets,Brooklyn Nets,0.801411556080873
Indiana Pacers,Memphis Grizzlies,0.6452318289420471
San Antonio Spurs,Los Angeles Clippers,0.7184125666531685
Utah Jazz,Milwaukee Bucks,0.6452586225361238
Dallas Mavericks,Minnesota Timberwolves,0.6276092405477514
Oklahoma City Thunder,Los Angeles Lakers,0.9587762689945757
Washington Wizards,Philadelphia 76ers,0.8682439562491528
Toronto Raptors,Boston Celtics,0.5786559297380696
Cleveland Cavaliers,Chicago Bulls,0.7058079310247328
Dallas Mavericks,New Orleans Pelicans,0.7118047495140924
Golden State Warriors,Brooklyn Nets,0.9717143391398381
Houston Rockets,Minnesota Timberwolves,0.7554702886608694
Miami Heat,Indiana Pacers,0.5315837309983219
New York Knicks,Philadelphia 76ers,0.8899644617184636
Atlanta Hawks,Orlando Magic,0.6820128633831763
Charlotte Hornets,Sacramento Kings,0.683093943720954
Memphis Grizzlies,Denver Nuggets,0.5088339222384985
Boston Celtics,Detroit Pistons,0.5676361720431844
Los Angeles Clippers,Charlotte Hornets,0.5886137481663887
San Antonio Spurs,Los Angeles Lakers,0.9673564972265418
Milwaukee Bucks,Phoenix Suns,0.715221014806381
Oklahoma City Thunder,New Orleans Pelicans,0.8816765891542913
Toronto Raptors,Portland Trail Blazers,0.6648674162220382
Washington Wizards,Utah Jazz,0.508221182047785
Boston Celtics,Atlanta Hawks,0.5268638685943956
Cleveland Cavaliers,Milwaukee Bucks,0.8727523565799178
Miami Heat,Dallas Mavericks,0.6345685979539634
Indiana Pacers,Houston Rockets,0.5140813601873319
Toronto Raptors,New York Knicks,0.8316875995101085
Golden State Warriors,Philadelphia 76ers,0.9777529297677405
Sacramento Kings,Minnesota Timberwolves,0.6473492091051961
Chicago Bulls,Denver Nuggets,0.6550990488492201
Detroit Pistons,Portland Trail Blazers,0.5238792934899169
Charlotte Hornets,Los Angeles Lakers,0.8903267075398879
Memphis Grizzlies,Phoenix Suns,0.7984195745122187
Oklahoma City Thunder,Utah Jazz,0.7447602594760437
Golden State Warriors,Washington Wizards,0.854977866296889
Atlanta Hawks,Dallas Mavericks,0.6596742705200485
Cleveland Cavaliers,Boston Celtics,0.6501092619442457
Los Angeles Clippers,Houston Rockets,0.7094478534948002
Miami Heat,Philadelphia 76ers,0.9553413425092525
Milwaukee Bucks,Denver Nuggets,0.549252767134138
Detroit Pistons,New Orleans Pelicans,0.6578462107576056
Orlando Magic,New York Knicks,0.5880190268909545
Sacramento Kings,Brooklyn Nets,0.7908304587147018
San Antonio Spurs,Indiana Pacers,0.7903852615981832
Toronto Raptors,Washington Wizards,0.7127870614803158
Utah Jazz,Minnesota Timberwolves,0.7404014260016963
Golden State Warriors,Chicago Bulls,0.8766910816903801
Charlotte Hornets,Phoenix Suns,0.8113267054051652
Oklahoma City Thunder,Portland Trail Blazers,0.6402432539045129
Cleveland Cavaliers,Atlanta Hawks,0.6420075311352588
Dallas Mavericks,Memphis Grizzlies,0.5664749231124147
Boston Celtics,Los Angeles Lakers,0.9027982379050086
Los Angeles Clippers,Milwaukee Bucks,0.792051278946675
San Antonio Spurs,New Orleans Pelicans,0.906483642346493
Miami Heat,Orlando Magic,0.7002160291139385
New York Knicks,Philadelphia 76ers,0.7842061815730919
Oklahoma City Thunder,Phoenix Suns,0.8927992222879371
Utah Jazz,Brooklyn Nets,0.8545306448607243
Toronto Raptors,Washington Wizards,0.7097441062829233
Los Angeles Clippers,Chicago Bulls,0.7096031594121138
Charlotte Hornets,Denver Nuggets,0.6688139115102908
Houston Rockets,Memphis Grizzlies,0.6034964382894364
Cleveland Cavaliers,Miami Heat,0.702292922822892
Toronto Raptors,Milwaukee Bucks,0.8213163522243634
Detroit Pistons,Philadelphia 76ers,0.8828506548601854
Portland Trail Blazers,Brooklyn Nets,0.8986714892959385
San Antonio Spurs,Minnesota Timberwolves,0.9249505610201434
Atlanta Hawks,Indiana Pacers,0.5988452174194294
Oklahoma City Thunder,Dallas Mavericks,0.7428829806900834
New Orleans Pelicans,Los Angeles Lakers,0.6878129193935023
Golden State Warriors,New York Knicks,0.9225624130970425
Boston Celtics,Phoenix Suns,0.8310772926811119
Utah Jazz,Sacramento Kings,0.599024754311357
Washington Wizards,Orlando Magic,0.6282786503140039
Golden State Warriors,Atlanta Hawks,0.7739739419056593
Charlotte Hornets,Indiana Pacers,0.5887825739835565
Cleveland Cavaliers,Miami Heat,0.6300319855610494
Denver Nuggets,Sacramento Kings,0.5739080432586033
Detroit Pistons,Chicago Bulls,0.5133235351754459
Los Angeles Clippers,Boston Celtics,0.5556707215383178
Memphis Grizzlies,Brooklyn Nets,0.8304256754272832
Orlando Magic,New York Knicks,0.5880190268909545
Milwaukee Bucks,Philadelphia 76ers,0.7505026355413609
San Antonio Spurs,Houston Rockets,0.8416591194227232
Utah Jazz,New Orleans Pelicans,0.72647077172412
Dallas Mavericks,Los Angeles Lakers,0.8851779788295386
Oklahoma City Thunder,Portland Trail Blazers,0.7185763555386497
Washington Wizards,Phoenix Suns,0.7313693066100143
Atlanta Hawks,Brooklyn Nets,0.9094988104226851
Washington Wizards,Denver Nuggets,0.56113078109545
Golden State Warriors,Boston Celtics,0.7865265030115026
Houston Rockets,Utah Jazz,0.5297629781666161
Indiana Pacers,Detroit Pistons,0.5630491390345387
Charlotte Hornets,Miami Heat,0.5161412056249688
Milwaukee Bucks,New York Knicks,0.5218258792114442
Los Angeles Clippers,Minnesota Timberwolves,0.7935896692153099
Toronto Raptors,New Orleans Pelicans,0.8230286910244757
Chicago Bulls,Orlando Magic,0.6237675279167911
San Antonio Spurs,Sacramento Kings,0.8944286445613775
Cleveland Cavaliers,Detroit Pistons,0.7173265586748733
Los Angeles Clippers,Memphis Grizzlies,0.7071882595548451
San Antonio Spurs,Oklahoma City Thunder,0.6435035657207389
Phoenix Suns,Los Angeles Lakers,0.7278525464247237
Portland Trail Blazers,Philadelphia 76ers,0.961290515216986
Toronto Raptors,Atlanta Hawks,0.5868213281943162
Chicago Bulls,Houston Rockets,0.5033643129971681
Charlotte Hornets,Orlando Magic,0.7362211755012043
Dallas Mavericks,Brooklyn Nets,0.845268450510934
Boston Celtics,Denver Nuggets,0.6979285368828847
Indiana Pacers,Milwaukee Bucks,0.6843413332499724
Golden State Warriors,Minnesota Timberwolves,0.91794177616563
Washington Wizards,Sacramento Kings,0.5771181319934888
Charlotte Hornets,New Orleans Pelicans,0.8133630992715895
Dallas Mavericks,Phoenix Suns,0.8154412131411806
Detroit Pistons,New York Knicks,0.7139526767652817
Los Angeles Clippers,Philadelphia 76ers,0.9702823341827004
Atlanta Hawks,Memphis Grizzlies,0.6401218638305168
Toronto Raptors,Miami Heat,0.6513532146029692
Milwaukee Bucks,Minnesota Timberwolves,0.601219419364309
Oklahoma City Thunder,Utah Jazz,0.7447602594760437
Cleveland Cavaliers,Orlando Magic,0.8160957058916098
Portland Trail Blazers,Washington Wizards,0.6321978255951034
Sacramento Kings,Denver Nuggets,0.5973681546806378
Golden State Warriors,San Antonio Spurs,0.575492005505478
Boston Celtics,Chicago Bulls,0.5902565690340663
New York Knicks,Brooklyn Nets,0.6446960711788836
Cleveland Cavaliers,Houston Rockets,0.7390591572780313
Miami Heat,Indiana Pacers,0.555076811640153
Los Angeles Lakers,Philadelphia 76ers,0.7375987542530965
Portland Trail Blazers,Phoenix Suns,0.773026210101978
Charlotte Hornets,Chicago Bulls,0.5887345687381335
Denver Nuggets,Los Angeles Lakers,0.8506340790091018
Memphis Grizzlies,Milwaukee Bucks,0.6752397015944892
Washington Wizards,Minnesota Timberwolves,0.6264878644610392
